N,P,K,temperature,humidity,ph,rainfall,label
109.11,45.62,46.69,29.6,81.71,6.07,90.53,cotton
100.55,39.59,50.05,21.91,84.03,6.69,81.01,cotton
116.85,39.45,42.31,21.67,83.29,8.03,75.57,cotton
109.97,46.32,45.71,28.14,75.2,7.87,75.03,cotton
116.12,45.08,49.8,27.22,76.75,6.33,59.45,cotton
115.48,37.2,46.93,27.0,75.39,7.44,82.32,cotton
113.63,37.99,43.69,20.0,75.64,7.06,80.36,cotton
103.08,47.98,39.47,23.65,84.81,6.67,84.54,cotton
105.06,45.17,44.71,21.41,84.21,6.6,99.78,cotton
99.21,42.77,47.12,22.6,84.98,6.1,100.72,cotton
99.62,43.4,44.17,22.93,76.57,7.47,86.66,cotton
107.99,45.16,48.76,21.54,80.05,7.86,98.7,cotton
114.12,42.46,47.38,24.06,83.79,6.65,72.78,cotton
103.4,46.62,39.67,28.6,80.45,5.81,78.95,cotton
106.15,44.03,48.15,20.74,77.9,7.2,59.75,cotton
100.68,38.92,40.91,29.6,77.95,7.39,68.18,cotton
102.79,46.24,38.72,22.21,78.72,7.32,86.87,cotton
111.48,44.18,42.12,24.06,83.19,5.85,76.24,cotton
107.08,38.74,49.7,25.74,77.39,6.38,92.28,cotton
114.06,37.9,40.95,20.55,83.59,7.74,59.22,cotton
34.84,68.24,82.79,22.6,18.16,5.78,74.34,chickpea
30.81,79.11,79.7,21.96,26.74,6.91,69.28,chickpea
34.61,72.76,69.11,24.46,25.25,6.55,66.64,chickpea
40.1,83.43,87.19,21.75,28.22,7.15,70.55,chickpea
28.41,79.51,60.48,20.68,26.45,6.45,88.83,chickpea
22.78,68.63,74.21,22.97,16.73,6.81,90.35,chickpea
30.35,67.35,78.26,23.93,14.65,7.34,94.73,chickpea
31.83,73.77,73.83,20.65,22.22,7.3,70.38,chickpea
23.15,63.25,67.01,19.56,20.1,5.96,96.05,chickpea
28.09,62.6,64.46,19.86,25.15,6.4,82.24,chickpea
32.85,72.12,84.3,23.24,18.83,6.3,99.6,chickpea
38.86,65.18,65.13,18.51,24.02,7.21,97.53,chickpea
42.06,81.73,82.26,23.11,27.29,6.69,77.94,chickpea
40.31,69.44,70.64,20.31,16.55,5.73,94.25,chickpea
44.49,60.46,63.25,22.29,30.24,7.22,90.56,chickpea
36.95,87.98,63.58,22.37,22.69,5.9,66.66,chickpea
29.96,85.36,87.28,21.91,24.06,7.16,65.75,chickpea
31.09,62.05,61.94,20.86,17.69,6.35,67.04,chickpea
28.38,61.72,87.88,23.07,19.76,7.5,77.04,chickpea
45.03,72.93,74.64,22.4,15.98,6.73,85.74,chickpea
43.07,62.3,86.5,23.83,15.32,7.06,87.61,chickpea
29.8,78.15,84.14,23.46,20.8,5.5,84.61,chickpea
23.81,69.1,87.73,21.47,25.89,6.45,84.49,chickpea
28.13,59.39,68.55,17.94,26.41,6.32,76.71,chickpea
43.94,87.7,67.79,23.12,20.15,7.04,89.29,chickpea
43.02,78.37,67.51,21.17,18.94,6.16,79.1,chickpea
43.5,79.43,83.5,19.33,22.16,6.53,76.02,chickpea
46.8,68.78,82.07,23.38,26.2,7.41,90.09,chickpea
46.99,89.47,85.08,18.11,27.78,6.83,96.29,chickpea
24.67,59.57,81.61,18.06,25.68,6.62,74.23,chickpea
21.79,90.09,77.42,18.63,20.87,5.72,79.81,chickpea
21.5,69.91,64.26,18.71,23.66,6.79,92.94,chickpea
36.92,76.83,78.93,23.95,18.88,6.33,63.5,chickpea
44.79,65.67,86.11,20.29,19.42,6.31,87.58,chickpea
35.71,78.62,64.03,24.25,14.62,5.54,66.45,chickpea
45.38,75.49,80.02,22.11,26.33,7.32,75.63,chickpea
21.29,69.76,78.88,20.6,21.89,6.97,59.23,chickpea
24.87,76.7,86.92,24.96,18.01,7.27,97.35,chickpea
46.46,72.94,64.06,18.04,15.95,7.27,77.28,chickpea
45.85,75.73,74.93,24.96,26.37,7.29,68.21,chickpea
46.31,60.22,71.13,21.9,27.47,7.38,84.96,chickpea
37.1,63.91,62.93,21.9,14.8,7.42,78.92,chickpea
23.24,74.69,61.88,19.45,15.45,7.15,94.26,chickpea
44.01,67.15,64.71,22.48,24.16,7.29,69.24,chickpea
42.46,85.34,67.23,21.96,30.05,5.51,97.66,chickpea
47.98,71.52,85.41,20.74,17.84,6.55,98.27,chickpea
41.88,89.93,82.92,21.7,16.68,6.68,90.19,chickpea
43.04,74.85,86.77,21.56,28.56,6.26,67.73,chickpea
40.33,69.74,87.97,19.54,15.11,7.31,67.27,chickpea
34.91,80.34,65.49,24.71,18.49,6.86,62.66,chickpea
28.73,74.29,64.98,20.02,26.14,5.59,69.17,chickpea
34.79,74.36,61.88,24.2,26.72,6.05,78.02,chickpea
26.37,84.43,65.57,20.22,23.23,6.71,85.43,chickpea
38.87,85.57,87.18,21.14,16.6,5.83,88.1,chickpea
26.57,73.36,62.78,25.08,16.37,7.43,87.59,chickpea
30.11,89.57,81.6,22.91,15.79,6.26,92.9,chickpea
31.36,77.67,77.35,18.52,23.94,5.48,84.08,chickpea
44.9,76.0,75.55,22.83,15.54,6.26,75.27,chickpea
38.8,62.26,70.84,23.86,22.42,6.7,61.28,chickpea
39.25,66.91,63.02,19.0,18.24,6.2,86.16,chickpea
24.39,82.17,60.3,19.53,22.94,7.37,59.92,chickpea
48.16,80.24,84.31,19.94,29.43,6.08,78.98,chickpea
33.3,86.67,60.35,22.03,22.45,5.84,68.03,chickpea
36.16,73.81,88.47,21.57,24.25,6.69,68.98,chickpea
45.61,88.71,75.95,21.24,23.81,6.42,85.32,chickpea
41.59,85.74,80.43,19.84,22.11,5.93,70.4,chickpea
45.59,86.41,81.4,24.89,18.37,6.84,81.9,chickpea
30.07,59.8,72.04,24.2,24.41,6.46,81.51,chickpea
49.52,81.78,81.39,19.43,16.73,6.8,69.76,chickpea
24.98,79.81,80.13,20.31,24.52,6.72,78.79,chickpea
21.46,67.14,81.88,21.76,29.04,6.36,66.32,chickpea
25.26,78.51,85.27,22.03,13.83,6.47,90.78,chickpea
28.92,65.74,72.89,22.87,24.45,7.31,78.13,chickpea
39.93,81.7,82.55,19.72,22.91,6.5,88.57,chickpea
24.51,64.74,67.78,18.93,14.38,6.45,80.52,chickpea
29.44,61.73,80.28,18.37,20.24,6.99,71.75,chickpea
30.68,71.37,65.68,22.68,20.3,5.82,73.5,chickpea
47.6,71.98,79.71,19.33,23.77,6.38,96.33,chickpea
31.07,83.4,82.99,21.05,19.33,6.28,97.54,chickpea
20.23,74.11,60.7,21.16,21.8,7.43,97.33,chickpea
23.93,87.02,68.41,20.49,16.83,6.35,71.06,chickpea
20.79,75.01,72.96,21.58,14.13,6.71,75.98,chickpea
28.42,71.71,70.06,23.63,17.29,6.65,86.95,chickpea
27.93,62.86,65.14,24.47,19.75,7.07,77.74,chickpea
22.22,89.22,77.5,23.54,26.33,7.16,73.54,chickpea
29.99,63.19,78.49,20.23,26.42,7.03,80.52,chickpea
47.19,82.72,64.4,23.04,28.77,7.4,68.25,chickpea
31.14,82.87,73.24,22.72,23.99,7.15,66.51,chickpea
38.81,66.15,87.74,22.04,23.01,6.52,96.36,chickpea
46.64,81.52,83.35,19.11,26.12,7.42,67.73,chickpea
25.21,69.07,68.27,19.48,21.39,6.98,90.8,chickpea
32.98,83.73,69.66,18.03,25.22,7.24,94.6,chickpea
44.79,77.62,75.58,21.19,29.07,5.77,91.28,chickpea
45.24,69.74,86.12,21.03,20.48,6.14,91.52,chickpea
29.46,71.96,70.68,19.45,28.83,5.94,78.57,chickpea
40.56,75.97,79.11,23.28,22.19,6.69,75.61,chickpea
28.93,85.81,91.1,22.35,27.95,6.04,70.8,chickpea
27.13,59.21,75.3,21.7,18.1,6.03,76.2,chickpea
41.59,80.68,66.78,19.9,21.52,6.27,78.22,chickpea
48.34,73.81,69.48,24.37,17.13,6.33,99.22,chickpea
24.04,83.24,80.73,23.38,23.78,6.1,95.38,chickpea
33.67,83.47,80.92,19.24,22.32,5.89,76.77,chickpea
30.63,69.04,78.69,23.36,24.31,5.74,74.21,chickpea
29.45,66.48,64.5,21.41,17.0,6.84,89.49,chickpea
23.44,74.29,70.09,21.44,17.95,6.3,77.76,chickpea
38.33,85.93,70.81,24.88,29.76,7.03,95.3,chickpea
26.24,74.18,72.65,20.63,19.05,7.05,84.15,chickpea
32.24,81.54,71.7,24.02,15.05,5.86,70.18,chickpea
21.27,60.24,86.56,23.17,15.36,5.71,68.41,chickpea
32.92,72.25,62.66,23.21,28.71,7.34,78.24,chickpea
39.81,79.42,72.15,20.93,18.65,7.31,76.11,chickpea
34.19,72.33,85.26,22.15,23.79,7.23,101.12,chickpea
35.97,88.59,67.22,23.28,14.1,6.22,83.72,chickpea
29.4,61.82,87.82,23.23,19.56,7.51,77.64,chickpea
50.12,67.41,68.47,24.27,18.48,6.3,71.27,chickpea
44.02,62.08,69.36,23.21,28.96,6.96,98.8,chickpea
33.35,83.54,66.34,20.06,23.04,7.12,73.82,chickpea
48.67,72.66,63.96,24.74,16.05,7.23,99.21,chickpea
50.66,85.29,87.18,19.08,26.52,7.08,93.82,chickpea
36.73,77.77,81.15,23.53,29.24,5.48,70.45,chickpea
29.61,65.21,81.37,19.85,21.89,6.04,59.84,chickpea
38.48,75.51,72.85,18.25,17.68,6.9,95.97,chickpea
35.21,77.07,76.28,22.65,25.34,6.36,82.8,chickpea
29.54,62.61,60.65,20.65,15.98,6.17,62.05,chickpea
36.5,78.1,77.63,24.95,25.19,5.76,76.5,chickpea
26.25,80.86,73.19,18.55,28.44,7.03,71.21,chickpea
44.97,60.11,66.77,20.26,25.53,6.89,81.94,chickpea
20.94,83.81,78.18,21.99,28.39,6.4,90.43,chickpea
32.96,61.85,86.29,22.09,17.27,6.35,62.86,chickpea
26.93,61.88,72.72,22.27,21.22,6.31,70.61,chickpea
28.65,78.98,67.08,19.88,23.44,6.4,68.71,chickpea
37.92,75.84,84.55,18.62,18.57,7.48,89.97,chickpea
33.43,85.39,71.36,18.49,20.67,5.73,75.44,chickpea
29.48,89.37,79.15,21.14,24.68,7.52,83.71,chickpea
24.15,80.83,86.1,22.13,26.52,6.67,94.61,chickpea
35.25,63.19,59.51,22.34,18.51,7.05,68.69,chickpea
32.88,67.75,81.07,20.96,14.66,6.5,65.14,chickpea
42.93,62.73,72.83,21.27,16.97,7.39,70.22,chickpea
32.03,83.26,74.89,24.88,25.26,6.32,69.77,chickpea
39.64,86.35,68.44,19.41,29.07,6.35,90.17,chickpea
28.44,88.83,73.52,24.71,16.11,6.06,69.37,chickpea
35.21,65.73,58.74,19.52,21.37,6.9,84.86,chickpea
24.34,65.86,62.59,22.63,29.68,6.94,63.03,chickpea
50.26,67.29,61.69,24.58,27.44,7.45,97.57,chickpea
48.38,66.55,62.42,23.32,21.25,6.91,91.22,chickpea
36.42,85.91,60.58,21.36,21.75,6.77,74.47,chickpea
33.06,60.95,66.39,24.89,27.81,6.98,98.64,chickpea
35.58,88.15,84.31,22.31,22.19,6.5,78.19,chickpea
21.69,71.94,88.81,19.94,28.94,5.83,91.66,chickpea
36.51,82.88,86.85,20.5,27.78,7.32,67.24,chickpea
39.0,63.33,64.77,22.63,24.09,7.22,84.07,chickpea
31.15,81.79,80.48,24.14,25.47,6.79,100.92,chickpea
24.75,89.58,89.28,19.73,23.75,7.44,99.84,chickpea
48.28,76.31,81.84,22.74,23.19,5.73,90.32,chickpea
45.96,67.75,67.17,18.41,14.94,6.73,82.47,chickpea
49.45,88.75,69.16,22.73,21.13,6.05,77.9,chickpea
46.61,87.88,67.45,18.93,19.81,7.02,90.35,chickpea
45.93,84.77,63.67,22.56,18.09,6.36,86.64,chickpea
20.0,67.21,61.45,24.15,19.42,6.56,95.27,chickpea
44.1,67.88,68.19,18.23,21.23,6.97,84.96,chickpea
27.06,65.74,86.85,20.9,23.77,5.89,65.69,chickpea
39.89,89.59,70.14,20.54,29.89,6.24,92.01,chickpea
36.06,66.42,67.84,18.0,21.64,7.04,89.19,chickpea
39.46,75.75,77.58,23.71,24.64,7.51,76.18,chickpea
23.36,83.12,79.48,22.38,21.22,7.4,64.0,chickpea
23.38,67.72,80.01,21.58,13.93,7.35,92.41,chickpea
34.8,71.58,84.85,21.62,21.95,5.73,71.84,chickpea
20.34,65.09,86.7,18.15,28.57,5.99,81.67,chickpea
21.67,65.74,86.36,22.72,26.46,6.19,92.38,chickpea
21.43,62.05,75.47,18.89,27.96,7.15,90.76,chickpea
45.79,85.91,63.66,23.24,16.33,5.96,62.33,chickpea
39.01,73.75,66.11,21.52,21.19,5.94,73.0,chickpea
33.69,85.01,70.86,18.57,21.38,6.02,66.97,chickpea
48.23,62.62,64.72,19.37,24.93,5.84,92.07,chickpea
33.97,89.5,84.87,19.36,30.52,6.14,66.76,chickpea
41.5,60.5,81.79,23.28,20.59,7.49,73.46,chickpea
39.13,63.72,87.38,18.2,23.27,6.23,75.43,chickpea
36.25,67.45,68.43,18.32,18.92,7.2,61.5,chickpea
26.37,69.08,60.84,22.98,21.41,6.06,61.31,chickpea
20.01,61.8,63.41,18.23,27.91,6.87,85.67,chickpea
45.75,67.07,80.47,21.97,15.07,5.83,72.45,chickpea
49.52,64.84,83.74,18.47,21.89,6.62,97.47,chickpea
42.49,78.76,66.46,20.18,19.29,6.65,95.73,chickpea
43.57,62.92,66.07,21.86,21.52,7.46,76.37,chickpea
25.48,80.86,62.2,24.77,21.31,7.08,61.79,chickpea
29.27,88.77,75.04,22.64,16.4,5.66,96.65,chickpea
46.39,73.88,74.71,18.05,20.46,7.45,92.59,chickpea
39.31,77.92,76.72,21.78,24.99,6.3,72.79,chickpea
25.89,76.36,67.81,24.55,28.96,5.86,88.02,chickpea
23.49,67.43,67.44,23.51,28.91,7.48,94.89,chickpea
41.91,85.03,77.33,21.51,27.34,5.82,63.47,chickpea
29.45,68.83,61.99,21.73,22.82,5.77,64.02,chickpea
32.49,84.45,69.53,18.49,20.2,6.57,85.94,chickpea
20.02,85.64,80.77,21.21,29.62,7.0,69.01,chickpea
41.47,60.71,77.9,20.87,21.92,6.87,90.47,chickpea
46.03,83.81,69.12,19.44,24.69,5.51,93.37,chickpea
21.18,81.5,72.32,19.94,26.55,5.78,62.03,chickpea
49.21,86.52,75.79,20.03,19.67,6.85,87.67,chickpea
46.81,66.19,65.33,18.09,18.43,5.99,83.65,chickpea
49.37,62.32,80.39,20.26,20.78,5.81,60.32,chickpea
19.35,85.05,26.2,23.67,19.78,5.77,121.55,kidneybeans
17.92,68.48,22.95,21.73,21.25,7.02,115.48,kidneybeans
27.47,77.52,28.88,22.42,21.45,6.52,111.96,kidneybeans
27.59,100.19,29.3,23.64,18.12,6.96,133.42,kidneybeans
17.17,69.69,23.09,18.14,23.86,7.28,122.23,kidneybeans
18.94,98.02,16.57,22.9,25.17,6.64,139.14,kidneybeans
22.77,97.89,20.61,20.91,21.66,7.42,116.71,kidneybeans
25.84,68.54,22.42,20.07,18.83,6.57,108.61,kidneybeans
23.83,91.66,23.73,20.19,19.69,7.36,131.08,kidneybeans
19.87,84.16,18.13,18.08,23.22,6.54,99.08,kidneybeans
32.35,61.32,15.75,19.18,18.98,5.9,120.89,kidneybeans
32.69,94.3,22.78,23.19,20.31,6.18,130.63,kidneybeans
25.38,86.3,22.31,18.39,21.13,5.59,106.23,kidneybeans
31.7,67.31,16.99,18.23,24.97,7.04,146.12,kidneybeans
29.96,72.95,27.68,19.5,24.11,6.17,147.12,kidneybeans
20.14,96.44,28.98,23.45,21.1,7.18,119.15,kidneybeans
20.92,98.63,24.03,23.46,22.01,6.9,113.92,kidneybeans
31.03,67.88,17.46,20.42,22.77,7.3,102.8,kidneybeans
19.57,99.7,17.28,21.92,19.98,6.38,142.18,kidneybeans
29.8,89.57,27.46,20.64,24.51,5.61,143.07,kidneybeans
28.29,80.36,21.44,20.77,22.2,6.0,111.72,kidneybeans
34.65,75.6,23.31,22.52,19.05,6.12,100.79,kidneybeans
31.82,84.97,24.08,19.66,21.2,6.01,145.87,kidneybeans
21.85,91.29,24.06,23.56,22.93,5.94,103.48,kidneybeans
29.59,73.34,19.32,20.73,21.23,5.67,98.99,kidneybeans
26.93,88.78,29.32,23.82,20.37,6.51,111.54,kidneybeans
23.59,101.91,15.99,19.42,24.2,5.75,112.87,kidneybeans
33.72,78.61,25.89,18.11,25.08,5.92,128.77,kidneybeans
26.82,71.37,24.1,23.59,25.61,6.51,104.6,kidneybeans
16.78,65.29,25.5,19.89,23.95,5.51,136.95,kidneybeans
18.21,87.8,22.46,20.99,25.82,6.64,120.42,kidneybeans
33.21,87.98,16.84,21.26,25.56,6.44,105.85,kidneybeans
26.92,99.47,18.73,23.12,21.28,6.45,129.1,kidneybeans
16.53,68.09,26.48,18.38,23.11,6.03,106.98,kidneybeans
23.71,94.26,27.33,22.71,22.91,6.01,104.63,kidneybeans
29.24,66.29,19.17,17.99,23.7,7.19,148.29,kidneybeans
32.36,78.89,19.96,22.37,21.5,6.02,126.65,kidneybeans
29.9,99.61,28.36,21.36,19.9,6.84,148.51,kidneybeans
32.83,60.79,25.74,20.98,21.85,6.79,122.66,kidneybeans
17.55,67.01,20.13,23.51,24.17,6.89,123.13,kidneybeans
25.04,72.89,20.07,23.02,22.05,6.66,140.12,kidneybeans
14.68,62.54,27.2,19.99,19.87,7.37,123.07,kidneybeans
32.8,81.45,26.64,18.97,25.52,7.04,125.94,kidneybeans
27.51,66.55,20.11,20.87,18.04,5.79,123.24,kidneybeans
33.88,95.25,28.93,22.17,25.8,5.65,115.32,kidneybeans
18.38,74.16,23.06,21.57,19.47,6.24,103.22,kidneybeans
18.65,86.36,22.34,22.65,21.63,6.94,136.54,kidneybeans
33.97,63.26,23.74,20.86,22.86,7.2,115.39,kidneybeans
22.7,94.91,17.12,23.25,20.52,6.43,131.65,kidneybeans
25.16,73.75,26.86,20.88,25.11,7.13,139.69,kidneybeans
15.42,81.83,23.85,21.96,23.52,7.16,116.75,kidneybeans
19.17,60.76,25.55,20.91,23.8,7.25,128.32,kidneybeans
26.9,92.13,24.94,23.44,21.42,6.49,110.64,kidneybeans
20.84,86.8,16.7,20.24,20.94,6.93,119.89,kidneybeans
30.12,74.76,24.52,21.97,19.06,6.38,133.32,kidneybeans
33.88,96.28,23.94,20.54,23.95,5.51,146.94,kidneybeans
26.99,69.13,24.13,21.97,21.29,7.48,145.58,kidneybeans
25.77,90.39,19.97,21.65,21.69,7.0,109.85,kidneybeans
24.0,92.16,29.06,18.08,18.46,6.85,136.37,kidneybeans
28.9,98.57,17.56,19.94,19.57,7.07,113.99,kidneybeans
14.35,91.97,27.72,20.72,18.73,5.55,128.01,kidneybeans
27.19,62.97,19.02,23.45,22.18,7.47,117.29,kidneybeans
16.53,91.2,20.37,21.71,21.01,5.99,136.93,kidneybeans
30.68,69.68,18.45,19.06,24.92,6.77,101.07,kidneybeans
32.37,87.2,23.61,22.7,24.93,7.36,135.34,kidneybeans
32.06,95.01,24.88,17.8,21.78,6.09,103.09,kidneybeans
17.12,82.86,28.1,22.59,22.53,6.77,142.92,kidneybeans
26.57,92.04,16.23,23.1,21.16,6.83,110.85,kidneybeans
31.42,79.28,27.6,23.58,19.21,5.73,132.1,kidneybeans
21.12,61.74,27.17,20.78,25.25,7.0,119.84,kidneybeans
16.8,67.59,19.6,18.98,18.84,6.65,131.73,kidneybeans
31.31,86.11,22.32,19.78,21.49,6.48,126.16,kidneybeans
25.7,78.07,22.7,22.7,24.44,6.14,147.31,kidneybeans
34.69,69.97,16.45,18.85,18.82,5.64,144.53,kidneybeans
16.41,98.5,22.45,19.43,24.65,6.74,136.48,kidneybeans
33.06,66.03,27.88,19.69,25.61,6.01,143.73,kidneybeans
16.5,96.49,19.25,22.59,19.05,5.75,132.09,kidneybeans
18.73,63.75,15.03,21.53,22.39,6.7,116.97,kidneybeans
16.65,96.01,21.73,20.19,22.33,5.96,140.96,kidneybeans
25.41,97.51,29.19,19.03,23.08,5.76,99.58,kidneybeans
16.37,73.42,23.62,18.81,20.5,6.8,142.85,kidneybeans
16.93,92.55,25.52,21.58,19.41,7.36,129.09,kidneybeans
32.65,79.54,24.22,18.86,20.06,7.11,142.47,kidneybeans
28.97,82.36,16.98,20.31,21.81,6.94,107.18,kidneybeans
15.05,76.16,16.79,21.85,23.47,6.11,143.65,kidneybeans
33.04,68.61,28.27,23.6,21.88,6.32,135.69,kidneybeans
24.64,66.98,20.65,22.71,25.7,5.96,125.98,kidneybeans
29.99,64.01,27.06,23.55,24.91,7.21,134.48,kidneybeans
26.87,92.76,17.26,23.87,23.15,7.18,110.95,kidneybeans
35.44,88.63,27.07,21.98,22.46,6.78,115.28,kidneybeans
17.8,78.83,23.17,22.9,25.47,5.91,129.34,kidneybeans
20.94,97.81,25.42,19.03,24.3,6.83,117.17,kidneybeans
15.21,82.71,17.31,20.94,20.15,5.57,98.89,kidneybeans
30.12,85.14,22.63,21.13,22.27,6.03,111.13,kidneybeans
31.17,64.23,20.51,18.78,25.89,7.25,106.41,kidneybeans
24.84,71.31,15.45,23.01,18.38,7.12,104.47,kidneybeans
30.0,85.66,15.73,20.75,21.04,6.92,106.92,kidneybeans
20.4,66.04,27.45,24.05,24.69,6.01,145.18,kidneybeans
34.73,60.61,22.42,22.25,23.56,6.73,143.13,kidneybeans
27.65,65.27,15.12,19.15,21.02,5.94,111.35,kidneybeans
15.4,61.63,22.83,20.68,19.61,6.26,105.73,kidneybeans
23.84,91.04,27.21,22.18,20.24,6.82,137.64,kidneybeans
23.35,84.65,15.56,19.72,22.65,5.78,121.49,kidneybeans
31.44,81.82,23.62,22.35,22.7,6.2,141.98,kidneybeans
31.09,93.46,16.38,20.14,25.43,5.66,139.68,kidneybeans
16.39,59.78,28.66,21.04,25.05,6.03,122.35,kidneybeans
32.87,64.49,29.22,20.45,20.01,6.02,117.92,kidneybeans
24.68,89.05,25.74,19.18,19.58,7.14,114.45,kidneybeans
18.87,77.02,17.65,23.93,25.08,7.12,129.28,kidneybeans
31.08,75.21,17.06,18.18,18.16,6.03,99.49,kidneybeans
17.29,76.66,29.15,18.54,21.08,6.47,141.44,kidneybeans
15.7,88.06,25.41,20.49,26.08,6.03,131.37,kidneybeans
32.12,72.93,22.49,21.64,18.61,6.77,102.96,kidneybeans
30.68,97.2,29.12,22.04,20.17,7.18,102.92,kidneybeans
18.32,78.29,27.59,22.36,22.11,7.17,139.18,kidneybeans
21.26,97.43,27.09,21.27,23.05,5.57,127.12,kidneybeans
29.99,92.75,25.1,18.64,17.75,6.19,114.59,kidneybeans
24.58,96.36,27.7,23.96,21.68,6.39,110.52,kidneybeans
23.3,78.99,18.19,20.86,21.3,6.31,123.03,kidneybeans
30.55,72.59,21.16,18.59,20.99,5.88,105.02,kidneybeans
25.19,68.27,20.9,21.54,23.07,6.09,128.4,kidneybeans
15.3,70.88,23.5,20.37,25.55,7.23,136.9,kidneybeans
29.14,70.62,14.91,21.24,19.96,7.23,127.9,kidneybeans
15.76,94.56,28.67,18.01,22.56,6.22,114.56,kidneybeans
29.84,89.59,20.14,22.87,22.77,7.45,123.69,kidneybeans
29.66,87.4,18.82,22.69,23.42,6.59,146.12,kidneybeans
19.57,96.23,29.78,22.85,24.84,6.73,125.03,kidneybeans
19.5,70.27,26.98,24.28,17.69,6.09,117.68,kidneybeans
31.16,76.69,24.37,19.11,18.68,6.53,116.52,kidneybeans
30.34,85.41,25.0,20.73,19.61,5.84,129.59,kidneybeans
16.22,63.43,18.57,21.48,20.12,7.35,105.17,kidneybeans
20.89,64.69,16.25,20.35,24.24,5.72,137.72,kidneybeans
20.14,68.23,16.55,17.79,23.72,6.16,108.21,kidneybeans
29.37,81.91,26.56,18.38,19.88,6.32,142.11,kidneybeans
30.19,96.51,19.18,20.54,23.41,6.92,121.03,kidneybeans
17.83,93.54,20.15,20.67,22.39,6.85,116.07,kidneybeans
16.43,97.93,22.43,18.84,25.77,6.61,108.26,kidneybeans
17.0,75.42,26.75,18.63,24.99,5.91,126.06,kidneybeans
22.96,88.78,20.3,18.88,19.67,5.98,101.23,kidneybeans
28.51,93.23,26.41,21.72,25.88,7.45,107.13,kidneybeans
27.95,61.27,21.54,22.83,21.67,6.7,112.75,kidneybeans
18.22,89.9,19.22,19.26,24.59,6.18,107.52,kidneybeans
24.71,64.54,24.92,21.66,20.33,6.02,143.9,kidneybeans
16.01,84.15,26.59,21.71,24.57,5.86,144.52,kidneybeans
24.72,95.27,22.3,24.11,24.65,7.01,102.07,kidneybeans
21.89,64.72,16.11,22.03,21.01,7.42,130.77,kidneybeans
27.24,74.09,22.26,20.33,24.2,7.11,120.92,kidneybeans
32.87,92.61,17.97,22.41,23.81,5.61,128.9,kidneybeans
22.0,69.97,23.8,22.26,18.11,6.87,108.4,kidneybeans
18.09,79.91,21.64,23.1,25.19,7.27,102.41,kidneybeans
21.23,73.0,24.44,22.58,20.36,6.28,122.47,kidneybeans
23.59,95.78,18.62,22.1,25.71,5.55,133.5,kidneybeans
27.02,96.46,19.36,22.42,21.28,6.6,136.32,kidneybeans
33.81,92.73,26.34,18.68,22.18,7.23,100.14,kidneybeans
17.63,63.13,23.81,23.84,22.91,6.36,124.06,kidneybeans
32.9,62.53,29.38,19.36,22.88,7.02,108.78,kidneybeans
26.19,65.26,20.93,21.19,24.87,7.06,105.38,kidneybeans
31.24,83.22,29.37,18.26,18.29,6.19,136.52,kidneybeans
20.56,80.48,27.31,21.32,19.42,7.09,104.29,kidneybeans
18.86,92.66,25.55,22.91,20.29,5.56,119.24,kidneybeans
30.26,65.45,19.05,23.57,22.81,6.42,141.95,kidneybeans
18.86,81.85,17.38,23.67,20.65,6.4,102.07,kidneybeans
20.3,97.17,16.87,22.63,18.4,6.82,110.62,kidneybeans
25.07,79.16,27.22,21.97,21.52,7.02,101.38,kidneybeans
32.6,82.69,19.78,18.48,25.08,6.96,124.97,kidneybeans
15.33,75.49,16.29,17.94,24.25,7.05,107.54,kidneybeans
32.22,71.89,25.11,18.61,20.53,6.95,115.98,kidneybeans
14.97,96.76,29.21,20.53,25.22,6.52,102.17,kidneybeans
27.83,94.54,18.76,22.85,21.4,5.5,128.26,kidneybeans
16.24,89.21,15.76,23.96,23.23,7.29,144.16,kidneybeans
17.79,89.64,26.36,21.02,18.66,6.08,116.84,kidneybeans
19.77,70.48,25.09,22.13,20.57,6.23,137.92,kidneybeans
31.08,62.39,20.88,23.13,24.02,7.0,134.42,kidneybeans
15.06,70.91,19.05,21.02,17.91,7.35,132.1,kidneybeans
18.37,82.73,22.12,18.83,20.46,6.74,124.47,kidneybeans
28.49,88.03,27.57,21.14,25.58,7.1,109.19,kidneybeans
25.0,77.77,15.16,19.32,19.02,7.39,135.75,kidneybeans
34.16,79.85,29.01,19.75,18.94,5.74,140.53,kidneybeans
34.14,72.11,17.0,22.06,24.4,6.67,120.36,kidneybeans
19.27,67.87,21.76,19.45,21.9,7.44,143.2,kidneybeans
34.17,90.15,24.26,20.29,21.43,6.74,101.82,kidneybeans
30.92,82.47,28.48,18.1,23.82,5.77,111.52,kidneybeans
24.6,93.83,28.44,20.59,20.49,6.01,121.01,kidneybeans
23.83,91.6,20.18,18.22,19.19,7.32,149.37,kidneybeans
22.7,73.44,29.34,23.53,23.07,7.08,122.92,kidneybeans
23.64,80.0,25.81,24.07,23.78,5.66,133.9,kidneybeans
15.01,92.73,23.0,20.7,25.43,5.8,130.64,kidneybeans
29.72,71.81,29.54,22.96,20.02,5.62,126.74,kidneybeans
19.64,94.39,21.6,19.3,18.55,6.04,146.99,kidneybeans
20.11,74.75,23.17,21.07,19.2,6.45,133.83,kidneybeans
30.87,81.35,29.18,19.29,24.8,7.36,113.11,kidneybeans
24.31,83.02,21.27,23.31,26.26,6.09,113.61,kidneybeans
